root,original_path,original_name,normalized_name,proposed_display_name,proposed_safe_slug,candidate_type,confidence,review_status,reason,collision_group,slug_collision
source,/srv/daawah/media/source/shawwal/دراما حكم عقلك,دراما حكم عقلك,دراما حكم عقلك,دراما حكم عقلك,دراما-حكم-عقلك,program,high,ready,clean name,,
source,/srv/daawah/media/source/shawwal/معايشة الأنبياء,معايشة الأنبياء,معايشة الأنبياء,معايشة الأنبياء,معايشة-الأنبياء,program,high,ready,clean name,,
source,/srv/daawah/media/source/shawwal/قصة وخطوة مع د مروة إبراهيم,قصة وخطوة مع د مروة إبراهيم,قصة وخطوة مع د مروة إبراهيم,قصة وخطوة مع د مروة إبراهيم,قصة-وخطوة,needs_review,medium,ready,,,
source,/srv/daawah/media/source/shawwal/أنوار التنزيل مع الشيخ عبد الخالق الشريف,أنوار التنزيل مع الشيخ عبد الخالق الشريف,أنوار التنزيل مع الشيخ عبد الخالق الشريف,أنوار التنزيل مع الشيخ عبد الخالق الشريف,أنوار-التنزيل,needs_review,medium,ready,,,
source,/srv/daawah/media/source/shawwal/أخطاء تربوية مع ا عبده زيادة,أخطاء تربوية مع ا عبده زيادة,أخطاء تربوية مع ا عبده زيادة,أخطاء تربوية مع ا عبده زيادة,أخطاء-تربوية,needs_review,medium,ready,,,
source,/srv/daawah/media/source/shawwal/ذكرى وعبرة,ذكرى وعبرة,ذكرى وعبرة,ذكرى وعبرة,ذكرى-وعبرة,program,high,ready,clean name,,
source,/srv/daawah/media/source/shawwal/تشريف الأمة المحمدية,تشريف الأمة المحمدية,تشريف الأمة المحمدية,تشريف الأمة المحمدية,تشريف-الأمة-المحمدية,program,high,ready,clean name,,
source,/srv/daawah/media/source/shawwal/من وحي القلم,من وحي القلم,من وحي القلم,من وحي القلم,من-وحي-القلم,program,high,ready,clean name,,
source,/srv/daawah/media/source/shawwal/أنا والمحراب مع ياسر عمر,أنا والمحراب مع ياسر عمر,أنا والمحراب مع ياسر عمر,أنا والمحراب مع ياسر عمر,أنا-والمحراب,needs_review,medium,ready,,,
source,/srv/daawah/media/source/shawwal/السيرة النبويّة  ,السيرة النبويّة,السيرة النبويّة,السيرة النبويّة,السيرة-النبويّة,program,medium,ready,,,
source,/srv/daawah/media/source/shawwal/أطفال ابطال,أطفال ابطال,أطفال ابطال,أطفال ابطال,أطفال-ابطال,program,high,ready,clean name,,
source,/srv/daawah/media/source/shawwal/الشعراوي تفسير سورة الحج,الشعراوي تفسير سورة الحج,الشعراوي تفسير سورة الحج,الشعراوي تفسير سورة الحج,الشعراوي-تفسير-سورة-الحج,program,high,ready,clean name,,
source,/srv/daawah/media/source/shawwal/علموا أولادكم,علموا أولادكم,علموا أولادكم,علموا أولادكم,علموا-أولادكم,program,high,ready,clean name,,
source,/srv/daawah/media/source/shawwal/تعال نفهم,تعال نفهم,تعال نفهم,تعال نفهم,تعال-نفهم,program,high,ready,clean name,,
source,/srv/daawah/media/source/shawwal/مثابرون,مثابرون,مثابرون,مثابرون,مثابرون,program,high,ready,clean name,,
source,/srv/daawah/media/source/shawwal/المسلسل فتح الأندلس,المسلسل فتح الأندلس,المسلسل فتح الأندلس,المسلسل فتح الأندلس,المسلسل-فتح-الأندلس,program,high,ready,clean name,,
source,/srv/daawah/media/source/shawwal/قصص الأنبياء,قصص الأنبياء,قصص الأنبياء,قصص الأنبياء,قصص-الأنبياء,program,high,ready,clean name,,
source,/srv/daawah/media/source/shawwal/جنة الدنيا مع الشيخ نشأت أحمد,جنة الدنيا مع الشيخ نشأت أحمد,جنة الدنيا مع الشيخ نشأت أحمد,جنة الدنيا مع الشيخ نشأت أحمد,جنة-الدنيا,needs_review,medium,ready,,,
source,/srv/daawah/media/source/shawwal/سنن مهجورة,سنن مهجورة,سنن مهجورة,سنن مهجورة,سنن-مهجورة,program,high,ready,clean name,,
source,/srv/daawah/media/source/shawwal/على الثغور,على الثغور,على الثغور,على الثغور,على-الثغور,program,high,ready,clean name,,
source,/srv/daawah/media/source/kids/GAZIRAT ALABTAL,GAZIRAT ALABTAL,gazirat alabtal,GAZIRAT ALABTAL,GAZIRAT-ALABTAL,program,high,ready,clean name,,
source,/srv/daawah/media/source/kids/kessas,kessas,kessas,kessas,kessas,program,high,ready,clean name,,
source,/srv/daawah/media/source/kids/دقدق,دقدق,دقدق,دقدق,دقدق,program,high,ready,clean name,,
source,/srv/daawah/media/source/kids/Cedars Ar قصص الإنسان في القرآن,Cedars Ar قصص الإنسان في القرآن,cedars ar قصص الإنسان في القرآن,Cedars Ar قصص الإنسان في القرآن,Cedars-Ar-قصص-الإنسان-في-القرآن,program,high,ready,clean name,,
source,/srv/daawah/media/source/kids/CLEP ATFAAL,CLEP ATFAAL,clep atfaal,CLEP ATFAAL,CLEP-ATFAAL,program,high,ready,clean name,,
source,/srv/daawah/media/source/kids/SHIKH ALMOJAHDIEN,SHIKH ALMOJAHDIEN,shikh almojahdien,SHIKH ALMOJAHDIEN,SHIKH-ALMOJAHDIEN,program,high,ready,clean name,,
source,/srv/daawah/media/source/kids/OMAR WE HANA,OMAR WE HANA,omar we hana,OMAR WE HANA,OMAR-WE-HANA,program,high,ready,clean name,,
source,/srv/daawah/media/source/hajj-10/چويرية محمد - وليال عشر,چويرية محمد - وليال عشر,چويرية محمد - وليال عشر,چويرية محمد - وليال عشر,چويرية-محمد-وليال-عشر,program,high,ready,clean name,,
source,/srv/daawah/media/source/hajj-10/Nahla Abdallah - ذي الحجة للاطفال,Nahla Abdallah - ذي الحجة للاطفال,nahla abdallah - ذي الحجة للاطفال,Nahla Abdallah - ذي الحجة للاطفال,Nahla-Abdallah-ذي-الحجة-للاطفال,program,high,ready,clean name,,
source,/srv/daawah/media/source/hajj-10/قناة تعلموا - الليالي المباركات ¦¦ مع د. أحمد العربي د. نبيل العوضي,قناة تعلموا - الليالي المباركات ¦¦ مع د. أحمد العربي د. نبيل العوضي,قناة تعلموا - الليالي المباركات ¦¦ مع د. أحمد العربي د. نبيل العوضي,قناة تعلموا - الليالي المباركات ¦¦ مع د. أحمد العربي د. نبيل العوضي,قناة-تعلموا-الليالي-المباركات,program,high,ready,clean name,,
source,/srv/daawah/media/source/hajj-10/فرائد,فرائد,فرائد,فرائد,فرائد,program,high,ready,clean name,,
source,/srv/daawah/media/source/hajj-10/الشوق إلى حج بيت الله تعالى مع فضيلة الشيخ محمد الحسن الددو  - حفظه الله,الشوق إلى حج بيت الله تعالى مع فضيلة الشيخ محمد الحسن الددو  - حفظه الله,الشوق إلى حج بيت الله تعالى مع فضيلة الشيخ محمد الحسن الددو - حفظه الله,الشوق إلى حج بيت الله تعالى مع فضيلة الشيخ محمد الحسن الددو  - حفظه الله,الشوق-إلى-حج-بيت-الله-تعالى,program,high,ready,clean name,,
source,/srv/daawah/media/source/hajj-10/الحمد لله - معاني وأسرار الحج,الحمد لله - معاني وأسرار الحج,الحمد لله - معاني وأسرار الحج,الحمد لله - معاني وأسرار الحج,الحمد-لله-معاني-وأسرار-الحج,program,high,ready,clean name,,
source,/srv/daawah/media/source/hajj-10/أكاديمية الشريف العلمية - برنامج أيام الله,أكاديمية الشريف العلمية - برنامج أيام الله,أكاديمية الشريف العلمية - برنامج أيام الله,أكاديمية الشريف العلمية - برنامج أيام الله,أكاديمية-الشريف-العلمية-برنامج-أيام-الله,program,high,ready,clean name,,
source,/srv/daawah/media/source/hajj-10/الشيخ عدنان عبد القادر - سلسلة احداث الحياة,الشيخ عدنان عبد القادر - سلسلة احداث الحياة,الشيخ عدنان عبد القادر - سلسلة احداث الحياة,الشيخ عدنان عبد القادر - سلسلة احداث الحياة,الشيخ-عدنان-عبد-القادر-سلسلة-احداث-الحياة,program,high,ready,clean name,,
source,/srv/daawah/media/source/hajj-10/Fahad Alkandari l فهد الكندري - خطوات  النبي,Fahad Alkandari l فهد الكندري - خطوات  النبي,fahad alkandari l فهد الكندري - خطوات النبي,Fahad Alkandari l فهد الكندري - خطوات  النبي,Fahad-Alkandari-l-فهد-الكندري-خطوات-النبي,program,high,ready,clean name,,
bumpers,/srv/daawah/media/bumpers/logo-sting,logo-sting,logo-sting,logo-sting,logo-sting,bumper,high,ready,clean name,,
bumpers,/srv/daawah/media/bumpers/sting-hag,sting-hag,sting-hag,sting-hag,sting-hag,bumper,high,ready,clean name,,
bumpers,/srv/daawah/media/bumpers/general,general,general,general,general,bumper,high,ready,clean name,,
bumpers,/srv/daawah/media/bumpers/general/CLEP,CLEP,clep,CLEP,CLEP,bumper,high,ready,clean name,,
bumpers,/srv/daawah/media/bumpers/general/DOAA,DOAA,doaa,DOAA,DOAA,bumper,high,ready,clean name,,
bumpers,/srv/daawah/media/bumpers/general/جرافيك,جرافيك,جرافيك,جرافيك,جرافيك,bumper,high,ready,clean name,,
bumpers,/srv/daawah/media/bumpers/general/AADAB ISLAMIA,AADAB ISLAMIA,aadab islamia,AADAB ISLAMIA,AADAB-ISLAMIA,bumper,high,ready,clean name,,
bumpers,/srv/daawah/media/bumpers/general/جهادأحاديث,جهادأحاديث,جهادأحاديث,جهادأحاديث,جهادأحاديث,bumper,high,ready,clean name,,
bumpers,/srv/daawah/media/bumpers/general/هيئة النبي,هيئة النبي,هيئة النبي,هيئة النبي,هيئة-النبي,bumper,high,ready,clean name,,
bumpers,/srv/daawah/media/bumpers/general/CLIP DAAWAH,CLIP DAAWAH,clip daawah,CLIP DAAWAH,CLIP-DAAWAH,bumper,high,ready,clean name,,
bumpers,/srv/daawah/media/bumpers/general/New folder,New folder,new folder,New folder,New-folder,needs_review,low,exclude,generic/suspicious folder name - not a real program,,
bumpers,/srv/daawah/media/bumpers/general/gazwaat,gazwaat,gazwaat,gazwaat,gazwaat,bumper,high,ready,clean name,,
bumpers,/srv/daawah/media/bumpers/general/مختارات من أحاديث الحبيب محمد صلى الله عليه وسلم,مختارات من أحاديث الحبيب محمد صلى الله عليه وسلم,مختارات من أحاديث الحبيب محمد صلى الله عليه وسلم,مختارات من أحاديث الحبيب محمد صلى الله عليه وسلم,مختارات-من-أحاديث-الحبيب-محمد-صلى-الله-عليه-وسلم,bumper,high,ready,clean name,,
bumpers,/srv/daawah/media/bumpers/general/LALAHUM YATFAKARUN,LALAHUM YATFAKARUN,lalahum yatfakarun,LALAHUM YATFAKARUN,LALAHUM-YATFAKARUN,bumper,high,ready,clean name,,
bumpers,/srv/daawah/media/bumpers/general/New folder (2),New folder (2),new folder (2),New folder (2),New-folder-2,needs_review,low,exclude,generic/suspicious folder name - not a real program,,
bumpers,/srv/daawah/media/bumpers/general/AHADITH DAAWAH,AHADITH DAAWAH,ahadith daawah,AHADITH DAAWAH,AHADITH-DAAWAH,bumper,high,ready,clean name,,
bumpers,/srv/daawah/media/bumpers/general/قصص عظماء الإسلام و التاريخ,قصص عظماء الإسلام و التاريخ,قصص عظماء الإسلام و التاريخ,قصص عظماء الإسلام و التاريخ,قصص-عظماء-الإسلام-و-التاريخ,bumper,high,ready,clean name,,
bumpers,/srv/daawah/media/bumpers/general/finnnal-أحاديث قدسية,finnnal-أحاديث قدسية,finnnal-أحاديث قدسية,finnnal-أحاديث قدسية,finnnal-أحاديث-قدسية,bumper,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/نظرات مع الداعية طه هندي,نظرات مع الداعية طه هندي,نظرات مع الداعية طه هندي,نظرات مع الداعية طه هندي,نظرات,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/مدرسة النبوة مع الشيخ أحمد الحسني الشنقيطي,مدرسة النبوة مع الشيخ أحمد الحسني الشنقيطي,مدرسة النبوة مع الشيخ أحمد الحسني الشنقيطي,مدرسة النبوة مع الشيخ أحمد الحسني الشنقيطي,مدرسة-النبوة,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/النبي القائد  ｜ مع نور الدين محمود ｜ قناة دعوة,النبي القائد مع نور الدين محمود,النبي القائد مع نور الدين محمود,النبي القائد مع نور الدين محمود,النبي-القائد,original-library,medium,ready,,,
original-ar,/srv/daawah/media/original-ar/حول البيت مع مازن سلام,حول البيت مع مازن سلام,حول البيت مع مازن سلام,حول البيت مع مازن سلام,حول-البيت,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/قبسات للدكتور اسماعيل علي,قبسات للدكتور اسماعيل علي,قبسات للدكتور اسماعيل علي,قبسات للدكتور اسماعيل علي,قبسات-للدكتور-اسماعيل-علي,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/كنوز قرآنية مع د شكري نورالدين,كنوز قرآنية مع د شكري نورالدين,كنوز قرآنية مع د شكري نورالدين,كنوز قرآنية مع د شكري نورالدين,كنوز-قرآنية,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/فن الذكر مع مصباح سيدي,فن الذكر مع مصباح سيدي,فن الذكر مع مصباح سيدي,فن الذكر مع مصباح سيدي,فن-الذكر,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/الموعد الله,الموعد الله,الموعد الله,الموعد الله,الموعد-الله,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/برنامج وأتموا الصيام مع فضيلة الشيخ محمد أنور,برنامج وأتموا الصيام مع فضيلة الشيخ محمد أنور,برنامج وأتموا الصيام مع فضيلة الشيخ محمد أنور,برنامج وأتموا الصيام مع فضيلة الشيخ محمد أنور,برنامج-وأتموا-الصيام,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/يسألونك رمضان مع الشيخ عبد الخالق الشريف,يسألونك رمضان مع الشيخ عبد الخالق الشريف,يسألونك رمضان مع الشيخ عبد الخالق الشريف,يسألونك رمضان مع الشيخ عبد الخالق الشريف,يسألونك-رمضان,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/فروض منسية مع د يوسف عبد الدايم,فروض منسية مع د يوسف عبد الدايم,فروض منسية مع د يوسف عبد الدايم,فروض منسية مع د يوسف عبد الدايم,فروض-منسية,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/ذكريات دعوة,ذكريات دعوة,ذكريات دعوة,ذكريات دعوة,ذكريات-دعوة,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/مختارات من رياض الصالحين ｜ الشيخ السيد جويل,مختارات من رياض الصالحين الشيخ السيد جويل,مختارات من رياض الصالحين الشيخ السيد جويل,مختارات من رياض الصالحين الشيخ السيد جويل,مختارات-من-رياض-الصالحين-الشيخ-السيد-جويل,original-library,medium,ready,,,
original-ar,/srv/daawah/media/original-ar/بصائر (الموسم الثالث) مع د رمضان خميس,بصائر (الموسم الثالث) مع د رمضان خميس,بصائر (الموسم الثالث) مع د رمضان خميس,بصائر (الموسم الثالث) مع د رمضان خميس,بصائر-الموسم-الثالث,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/مختصر تفسير في ظلال القرآن مع سيد قطب,مختصر تفسير في ظلال القرآن مع سيد قطب,مختصر تفسير في ظلال القرآن مع سيد قطب,مختصر تفسير في ظلال القرآن مع سيد قطب,مختصر-تفسير-في-ظلال-القرآن,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/يسألونك الموسم التاسع مع د يوسف عبدالدايم,يسألونك الموسم التاسع مع د يوسف عبدالدايم,يسألونك الموسم التاسع مع د يوسف عبدالدايم,يسألونك الموسم التاسع مع د يوسف عبدالدايم,يسألونك-الموسم-التاسع,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/قواعد في التزكية,قواعد في التزكية,قواعد في التزكية,قواعد في التزكية,قواعد-في-التزكية,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/درب المعالي,درب المعالي,درب المعالي,درب المعالي,درب-المعالي,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/آية وهداية مع د محمود القلعاوي,آية وهداية مع د محمود القلعاوي,آية وهداية مع د محمود القلعاوي,آية وهداية مع د محمود القلعاوي,آية-وهداية,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/بصمات (القدرات الخاصة) مع مازن سلام,بصمات (القدرات الخاصة) مع مازن سلام,بصمات (القدرات الخاصة) مع مازن سلام,بصمات (القدرات الخاصة) مع مازن سلام,بصمات-القدرات-الخاصة,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/الحزام الأسود مع كابتن حسين الملك,الحزام الأسود مع كابتن حسين الملك,الحزام الأسود مع كابتن حسين الملك,الحزام الأسود مع كابتن حسين الملك,الحزام-الأسود,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/فيديوهات مترجمة,فيديوهات مترجمة,فيديوهات مترجمة,فيديوهات مترجمة,فيديوهات-مترجمة,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/صفحة جديدة مع ياسر عمر,صفحة جديدة مع ياسر عمر,صفحة جديدة مع ياسر عمر,صفحة جديدة مع ياسر عمر,صفحة-جديدة,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/بيت الرضا ｜ د أكرم رضا,بيت الرضا د أكرم رضا,بيت الرضا د أكرم رضا,بيت الرضا د أكرم رضا,بيت-الرضا-د-أكرم-رضا,original-library,medium,ready,,,
original-ar,/srv/daawah/media/original-ar/أعلام دعوة,أعلام دعوة,أعلام دعوة,أعلام دعوة,أعلام-دعوة,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/خيركم لأهله مع ياسر عمر,خيركم لأهله مع ياسر عمر,خيركم لأهله مع ياسر عمر,خيركم لأهله مع ياسر عمر,خيركم-لأهله,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/قصة آية مع د يوسف عبدالدايم,قصة آية مع د يوسف عبدالدايم,قصة آية مع د يوسف عبدالدايم,قصة آية مع د يوسف عبدالدايم,قصة-آية,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/كلك ذوق مع ياسر عمر,كلك ذوق مع ياسر عمر,كلك ذوق مع ياسر عمر,كلك ذوق مع ياسر عمر,كلك-ذوق,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/اليوم 16 من رمضان,اليوم 16 من رمضان,اليوم 16 من رمضان,اليوم 16 من رمضان,اليوم-16-من-رمضان,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/قصة وخطوة مع د مروة إبراهيم,قصة وخطوة مع د مروة إبراهيم,قصة وخطوة مع د مروة إبراهيم,قصة وخطوة مع د مروة إبراهيم,قصة-وخطوة,needs_review,medium,exclude,duplicate of source/shawwal entry,,
original-ar,/srv/daawah/media/original-ar/ثوابت التغيير مع ا أشرف الشربيني,ثوابت التغيير مع ا أشرف الشربيني,ثوابت التغيير مع ا أشرف الشربيني,ثوابت التغيير مع ا أشرف الشربيني,ثوابت-التغيير,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/الأسرة المسلمة مع د مصطفى كامل,الأسرة المسلمة مع د مصطفى كامل,الأسرة المسلمة مع د مصطفى كامل,الأسرة المسلمة مع د مصطفى كامل,الأسرة-المسلمة,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/نسمات مع د يوسف عبد الدايم وكوكبة من علماء الأمة,نسمات مع د يوسف عبد الدايم وكوكبة من علماء الأمة,نسمات مع د يوسف عبد الدايم وكوكبة من علماء الأمة,نسمات مع د يوسف عبد الدايم وكوكبة من علماء الأمة,نسمات,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/أخلاق المؤمنين مع د محمد عبد المقصود,أخلاق المؤمنين مع د محمد عبد المقصود,أخلاق المؤمنين مع د محمد عبد المقصود,أخلاق المؤمنين مع د محمد عبد المقصود,أخلاق-المؤمنين,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/عبر مع الشيخ خالد الديب,عبر مع الشيخ خالد الديب,عبر مع الشيخ خالد الديب,عبر مع الشيخ خالد الديب,عبر,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/أنوار التنزيل مع الشيخ عبد الخالق الشريف,أنوار التنزيل مع الشيخ عبد الخالق الشريف,أنوار التنزيل مع الشيخ عبد الخالق الشريف,أنوار التنزيل مع الشيخ عبد الخالق الشريف,أنوار-التنزيل,needs_review,medium,exclude,duplicate of source/shawwal entry,,
original-ar,/srv/daawah/media/original-ar/ذكريات ｜ قناة دعوة,ذكريات,ذكريات,ذكريات,ذكريات-قناة-دعوة,original-library,medium,ready,,,
original-ar,/srv/daawah/media/original-ar/حكايات رمضان,حكايات رمضان,حكايات رمضان,حكايات رمضان,حكايات-رمضان,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/رحلة روح,رحلة روح,رحلة روح,رحلة روح,رحلة-روح,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/أيام خالد   حسن الحسيني,أيام خالد   حسن الحسيني,أيام خالد حسن الحسيني,أيام خالد   حسن الحسيني,أيام-خالد-حسن-الحسيني,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/أخطاء تربوية مع ا عبده زيادة,أخطاء تربوية مع ا عبده زيادة,أخطاء تربوية مع ا عبده زيادة,أخطاء تربوية مع ا عبده زيادة,أخطاء-تربوية,needs_review,medium,exclude,duplicate of source/shawwal entry,,
original-ar,/srv/daawah/media/original-ar/＂سلسلة السيرة النبوية＂ مع د حازم صلاح أبو إسماعيل,＂سلسلة السيرة النبوية＂ مع د حازم صلاح أبو إسماعيل,"""سلسلة السيرة النبوية"" مع د حازم صلاح أبو إسماعيل",＂سلسلة السيرة النبوية＂ مع د حازم صلاح أبو إسماعيل,سلسلة-السيرة-النبوية,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/مداخل الشيطان,مداخل الشيطان,مداخل الشيطان,مداخل الشيطان,مداخل-الشيطان,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/حديث الثلاثاء,حديث الثلاثاء,حديث الثلاثاء,حديث الثلاثاء,حديث-الثلاثاء,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/برنامج صحتك في رمضان مع د إمام العدس,برنامج صحتك في رمضان مع د إمام العدس,برنامج صحتك في رمضان مع د إمام العدس,برنامج صحتك في رمضان مع د إمام العدس,برنامج-صحتك-في-رمضان,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/قطوف من الحكم العطائية مع الشيخ عبد الخالق الشريف,قطوف من الحكم العطائية مع الشيخ عبد الخالق الشريف,قطوف من الحكم العطائية مع الشيخ عبد الخالق الشريف,قطوف من الحكم العطائية مع الشيخ عبد الخالق الشريف,قطوف-من-الحكم-العطائية,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/رحيما مع د شادي ظاظا,رحيما مع د شادي ظاظا,رحيما مع د شادي ظاظا,رحيما مع د شادي ظاظا,رحيما,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/لبيك اللهم مع د مروة إبراهيم,لبيك اللهم مع د مروة إبراهيم,لبيك اللهم مع د مروة إبراهيم,لبيك اللهم مع د مروة إبراهيم,لبيك-اللهم,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/الحكاية من البداية مع د مروة إبراهيم,الحكاية من البداية مع د مروة إبراهيم,الحكاية من البداية مع د مروة إبراهيم,الحكاية من البداية مع د مروة إبراهيم,الحكاية-من-البداية,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/نور القلوب مع الشيخ عبد العزيز رجب,نور القلوب مع الشيخ عبد العزيز رجب,نور القلوب مع الشيخ عبد العزيز رجب,نور القلوب مع الشيخ عبد العزيز رجب,نور-القلوب,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/قرآنا عربيا مع الشيخ علي المحيمد,قرآنا عربيا مع الشيخ علي المحيمد,قرآنا عربيا مع الشيخ علي المحيمد,قرآنا عربيا مع الشيخ علي المحيمد,قرآنا-عربيا,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/سفراء الإسلام مع د شادي ظاظا,سفراء الإسلام مع د شادي ظاظا,سفراء الإسلام مع د شادي ظاظا,سفراء الإسلام مع د شادي ظاظا,سفراء-الإسلام,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/قصة الحج مع عامر وهاب,قصة الحج مع عامر وهاب,قصة الحج مع عامر وهاب,قصة الحج مع عامر وهاب,قصة-الحج,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/دلوني على السوق مع د سهيل الحوامده,دلوني على السوق مع د سهيل الحوامده,دلوني على السوق مع د سهيل الحوامده,دلوني على السوق مع د سهيل الحوامده,دلوني-على-السوق,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/الحج في القرآن مع الشيخ جمال محمد,الحج في القرآن مع الشيخ جمال محمد,الحج في القرآن مع الشيخ جمال محمد,الحج في القرآن مع الشيخ جمال محمد,الحج-في-القرآن,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/شرعة ومنهاجا,شرعة ومنهاجا,شرعة ومنهاجا,شرعة ومنهاجا,شرعة-ومنهاجا,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/جنة الدنيا موسم رمضان,جنة الدنيا موسم رمضان,جنة الدنيا موسم رمضان,جنة الدنيا موسم رمضان,جنة-الدنيا-موسم-رمضان,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/كتب ليست للقراءة مع إسلام هجرس,كتب ليست للقراءة مع إسلام هجرس,كتب ليست للقراءة مع إسلام هجرس,كتب ليست للقراءة مع إسلام هجرس,كتب-ليست-للقراءة,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/جرامافون,جرامافون,جرامافون,جرامافون,جرامافون,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/حور الدنيا مع ياسر عمر,حور الدنيا مع ياسر عمر,حور الدنيا مع ياسر عمر,حور الدنيا مع ياسر عمر,حور-الدنيا,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/لنثبت به فؤادك مع الشيخ سليم بطاز,لنثبت به فؤادك مع الشيخ سليم بطاز,لنثبت به فؤادك مع الشيخ سليم بطاز,لنثبت به فؤادك مع الشيخ سليم بطاز,لنثبت-به-فؤادك,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/ليلى مع ليلى أشرف وياسر عمر,ليلى مع ليلى أشرف وياسر عمر,ليلى مع ليلى أشرف وياسر عمر,ليلى مع ليلى أشرف وياسر عمر,ليلى,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/أذان البلقان مع ا عبدالعزيز إبراهيم,أذان البلقان مع ا عبدالعزيز إبراهيم,أذان البلقان مع ا عبدالعزيز إبراهيم,أذان البلقان مع ا عبدالعزيز إبراهيم,أذان-البلقان,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/زاد المهاجر مع د طه عامر,زاد المهاجر مع د طه عامر,زاد المهاجر مع د طه عامر,زاد المهاجر مع د طه عامر,زاد-المهاجر,original-library,high,ready,clean name,,
original-ar,/srv/daawah/media/original-ar/رايات و أمم مع د يوسف عبد الدايم,رايات و أمم مع د يوسف عبد الدايم,رايات و أمم مع د يوسف عبد الدايم,رايات و أمم مع د يوسف عبد الدايم,رايات-و-أمم,original-library,high,ready,clean name,,
